lon,lat
-116.57553,31.85506
-116.06309,30.84239
-116.59966,31.82621
-116.59692,31.81442
-116.9320401,32.4918706
-116.651374,32.563998
-115.41352,32.655007
-116.889551,32.501464
-117.041841,32.534901
-115.4479817,32.6365911
-115.371851,32.613819
-116.962862,32.497017
-115.483603,32.6044916
-116.56259,31.7046
-116.57914,31.73062
-116.60124,31.87507
-116.60633,31.86947
-116.60399,31.87934
-116.60399,31.87934
-116.61069,31.88267
-116.60493,31.86053
-116.582517,31.864539
-116.58655,31.79032
-116.59156,31.85301
-116.60574,31.83259
-116.61238,31.86249
-116.62121,31.86581
-116.62493,31.8683
-116.62511,31.88051
-116.62365,31.86671
-116.62121,31.86581
-116.62675,31.87753
-116.57513,31.87725
-116.59499,31.90304
-115.49212,32.66164
-115.49347,32.66347
-115.47115,32.63834
-115.44033,32.61397
-115.45276,32.64775
-115.35294,32.56805
-115.3371,32.5651
-115.47937,32.61673
-115.48165,32.62355
-115.472478,32.613815
-115.47189,32.60389
-115.47925,32.60786
-115.47294,32.5859
-115.43532,32.625
-115.42235,32.62484
-115.38714,32.63522
-115.38736,32.62311
-115.48145,32.59352
-115.44061,32.58676
-115.384869,32.609032
-115.39465,32.58962
-115.49815,32.65604
-115.50599,32.6499
-114.99838,32.57025
-115.50557,32.64399
-115.52014,32.64444
-115.52448,32.62214
-115.50566,32.63046
-115.50171,32.62358
-115.50171,32.62358
-115.51509,32.62143
-115.43758,32.66319
-115.4524,32.66209
-115.42128,32.66409
-115.4242,32.65898
-115.43718,32.6392
-115.44619,32.63026
-115.42327,32.63259
-114.731,32.71576
-116.63435,32.57301
-116.62338,32.57403
-116.63188,32.5667
-116.63089,32.55695
-116.94354,32.40458
-116.93915,32.38699
-116.93915,32.38699
-116.96597,32.41076
-116.96494,32.42489
-116.96989,32.42104
-116.92856,32.49101
-116.860526,32.494936
-116.8538,32.48991
-116.84929,32.48429
-116.87419,32.46728
-116.880227,32.46097
-116.86009,32.47361
-116.86448,32.47364
-116.79092,32.47423
-116.82766,32.45824
-116.91923,32.53751
-116.96986,32.49998
-117.11595,32.52478
-116.86939,32.51352
-117.11253,32.52865
-117.11436,32.53306
-117.12025,32.51138
-117.12025,32.51138
-116.96422,32.49765
-117.0415,32.49063
-117.03852,32.5017
-117.0321,32.49633
-117.03584,32.48157
-117.03281,32.48663
-117.01663,32.44716
-117.01663,32.44716
-117.02411,32.43399
-117.03162,32.43442
-116.94966,32.47137
-117.05759,32.34319
-117.052962,32.399508
-117.0478,32.40766
-117.0478,32.40766
-117.050221,32.365887
-117.05958,32.36339
-117.05418,32.36548
-117.05418,32.36548
-109.92589,22.8962
-109.912534,22.888714
-109.93872,22.89462
-90.53413,19.84208
-90.5369,19.84497
-91.83196,18.64241
-91.83469,18.63702
-91.83783,18.6407
-100.93591,29.32424
-100.93244,29.32196
-100.930569,29.309534
-101.4618,26.92735
-101.41897,26.90198
-101.41762,26.90006
-101.41517,26.89806
-101.41242,26.95096
-101.41168,26.909
-101.43846,26.90151
-101.42418,26.89033
-100.51519,28.70349
-104.318106,19.050689
-104.339869,19.12302
-103.87279,18.91186
-103.87283,18.91008
-103.74043,19.26382
-92.80831,16.55277
-92.80533,16.5543
-93.900285,16.233103
-93.89873,16.23517
-92.16728,14.99082
-92.16499,14.99576
-92.13546,16.25072
-92.1406,15.66063
-93.65039,16.66802
-91.98181,16.31732
-91.98136,16.31685
-92.2475,15.3639
-93.37598,16.7619
-93.37323,16.76153
-93.33552,17.4055
-91.98206,17.50912
-91.98489,17.5091
-93.11728,17.51104
-93.20896,15.686951
-93.2076,15.6877
-92.63804,16.73662
-92.63804,16.73662
-92.63509,16.74474
-92.63509,16.74474
-92.63744,16.74324
-92.63744,16.74324
-92.638024,16.74028
-92.649961,16.738344
-92.64749,16.73519
-92.65436,16.7502
-92.636873,16.7203
-92.14971,14.6803
-92.26435,14.91186
-92.26545,14.91048
-92.26663,14.91736
-92.26239,14.90581
-92.26485,14.91176
-92.25901,14.91407
-92.26257,14.90882
-92.26257,14.90882
-92.26097,14.8986
-92.260557,14.918469
-92.25388,14.92487
-92.2549,14.88642
-92.263152,14.876065
-92.251372,14.879133
-92.29517,14.89081
-92.422488,14.717817
-93.18426,16.76418
-92.56396,16.33995
-93.26694,16.23481
-105.91261,28.8372
-105.17261,27.69547
-105.166188,27.686519
-106.86304,28.40384
-106.8632,28.40881
-106.86891,28.40748
-106.86739,28.40803
-106.90763,28.75143
-106.02642,28.61781
-106.132857,28.690548
-106.15182,28.71127
-117.0357603,32.4816011
-106.12082,28.72596
-106.11366,28.72954
-106.127655,28.723726
-106.08067,28.679
-106.12341,28.73949
-105.98325,28.66945
-106.09347,28.60365
-107.48109,28.54728
-105.66491,26.93313
-105.67035,26.92763
-105.66818,26.93629
-105.669,26.9332
-105.6804,26.93198
-104.92295,27.12964
-104.91294,27.12501
-104.90589,27.12264
-106.48579,31.74337
-116.6594,31.8662
-116.5782,31.8953
-116.5797,31.8541
-115.4697,32.642
-115.4764,32.5942
-116.9515,32.5307
-117.0227,32.5245
-116.9786,32.5287
-116.8739,32.4754
-117.0412,32.4362
-116.966,32.4807
-116.9144,32.5102
-116.865,32.5134
-116.95,32.4715
-116.8982,32.5008
-116.926,32.4603
-116.993,32.4765
-117.006593,32.512701
-116.962069,32.519297
-116.605433,31.83227
-115.4497,32.6572
-116.607587,31.864273
-115.4952,32.6231
-116.6248398,31.8694656
-116.6073,31.8506
-115.467564,32.6487399
-117.020809,32.524635
-116.940884,32.5453414
-115.453606,32.662075
-116.614667,31.858417
-115.478783,32.665227
-115.44461,32.638041
-115.385637,32.636644
-115.444841,32.626617
-115.49744,32.624053
-115.509155,32.623247
-115.479482,32.615526
-115.372004,32.601114
-116.9279,32.5078
-115.46037,32.647123
-116.991148,32.528283
-116.9702,32.501306
-117.014112,32.536596
-116.948993,32.4881176
-114.9676,32.5461
-117.038523,32.536191
-117.027507,32.525073
-117.009237,32.524663
-116.923141,32.486085
-117.0208921,32.5166965
-116.9700701,32.497496
-117.05984,32.353695
-116.8968909,32.5120592
-116.95356,32.5048137
-116.975832,32.504757
-117.0594424,32.3646213
-116.8968903,32.5120587
-117.1152234,32.5313536
-116.9728304,32.5092567
-116.8863831,32.5008657
-116.9299859,32.544581
-116.9647032,32.5020788
-116.9331198,32.4701305
-115.387952,32.62867
-115.43427,32.624528
-115.385692,32.635526
-116.9650552,32.5054605
-115.4894048,32.6621939
-115.467377,32.5913734
-115.4013556,32.6527917
-117.00473,32.468313
-116.6003,31.8398
-115.386394,32.614812
-117.025656,32.52272
-117.0282,32.539
-115.4053,32.6032
-115.52982,32.65086
-117.07459,32.48192
-117.11625,32.51459
-116.582,31.78345
-116.92811,32.46289
-116.97434,32.47595
-115.462934,32.609717
-116.578683,31.883104
-116.517734,31.669941
-116.207085,31.069262
-116.808974,32.481501
-116.96532,32.509821
-115.935915,30.542049
-116.836013,32.475063
-116.570656,31.713349
-115.453802,32.636291
-115.50808,32.62361
-115.381661,32.594668
-115.432756,32.663092
-116.647205,31.869366
-116.601317,31.851379
-115.442212,32.658043
-116.609387,31.873679
-117.01309,32.51853
-116.607599,31.866551
-115.409159,32.625171
-116.824879,32.45608
-116.820438,32.480942
-116.891499,32.501264
-115.494731,32.595159
-117.054872,32.394064
-117.069928,32.507067
-117.08581,32.491017
-116.921111,32.363636
-117.098822,32.524945
-116.95877,32.49409
-116.917176,32.480414
-116.620602,32.556891
-115.10374,32.288141
-116.585944,31.872695
-116.902303,32.537496
-117.00519,32.467587
-116.856778,32.525886
-116.576892,31.898514
-116.593556,31.889263
-116.924688,32.444589
-115.471648,32.577929
-116.656398,31.972918
-116.576201,32.09341
-117.012983,32.443136
-116.868318,32.462677
-115.478438,32.598531
-117.012847,32.467007
-116.82713,32.48869
-116.944323,32.432503
-117.05914,32.53395
-116.932371,32.375611
-116.57429,31.785147
-115.377256,32.609961
-116.627413,31.864598
-116.88532,32.5243
-117.02707,32.52819
-116.571125,31.894957
-116.78948,32.47107
-117.04391,32.30631
-116.86627,32.49215
-116.619,31.88195
-116.94503,32.5183
-116.873438,32.529535
-116.96753,32.52948
-116.89474,32.45868
-116.9858,32.50903
-116.9863,32.5114
-116.58501,31.78397
-117.05686,32.38392
-115.494692,32.624046
-115.433701,32.585762
-115.358194,32.560654
-116.997683,32.542331
-116.622472,31.866503
-115.473549,32.664321
-116.59461,31.86546
-116.5844,31.85879
-115.49045,32.6452
-116.88796,32.51388
-116.88192,32.50118
-116.5916,31.8284
-115.41941,32.61787
-117.0228804,32.5363673
-116.95227,32.53137
-115.97456,30.73546
-116.8817168,32.4905994
-116.9335,32.471
-116.87562,32.477297
-117.01321,32.52081
-117.052,32.43613
-117.01321,32.52331
-117.060925,32.528066
-117.04287,32.47993
-116.89264,32.54902
-116.60967,32.56756
-117.053456,32.528575
-117.039924,32.494068
-116.850793,32.475936
-116.99497,32.531425
-115.345363,32.595021
-117.068077,32.482787
-116.942998,32.424336
-115.384034,32.642176
-116.914319,32.410617
-115.364984,32.613573
-115.402948,32.666184
-115.562526,32.621637
-117.033194,32.445446
-116.578606,31.850301
-117.001009,32.446616
-117.025259,32.449825
-116.595807,31.807354
-117.02506,32.530507
-115.339398,32.560437
-115.722045,30.062144
-115.479596,32.577043
-116.875975,32.491772
-117.060386,32.382446
-117.037329,32.346524
-116.805291,32.467791
-116.839178,32.52428
-115.41562,32.66511
-116.792702,32.4888
-116.156292,30.969751
-116.649295,32.56528
-115.064036,32.353768
-115.488142,32.612903
-116.6240587,31.8734207
-117.0225452,32.534036
-117.0122279,32.5127192
-115.4518633,32.6616032
-115.4518633,32.6616032
-115.4518633,32.6616032
-115.4518633,32.6616032
-115.4518633,32.6616032
-115.4518633,32.6616032
-115.4518633,32.6616032
-115.4518633,32.6616032
-115.4518633,32.6616032
-117.0469491,32.5319973
-115.4708336,32.6661065
-117.0231758,32.5364464
-117.0249599,32.5288054
-117.0210666,32.5247735
-117.0292902,32.5225422
-117.0271664,32.5267558
-115.448636,32.637051
-117.049703,32.321537
-117.056417,32.41467
-115.4675798,32.6595925
-117.00712,32.5129733
-116.9096556,32.463081
-116.581502,31.780963
-115.419303,32.620827
-116.8492531,32.4718295
-115.5608451,32.634714
-115.5161287,32.6368216
-115.3912158,32.6032364
-115.4050687,32.5738247
-116.9382959,32.4762004
-117.066,32.5217
-116.8731102,32.5185168
-117.0520656,32.3611672
-116.688084,31.8904503
-116.5727947,31.7193296
-116.597003,31.782325
-115.994,30.7303
-116.9091812,32.4631937
-116.8490624,32.4718483
-117.0096796,32.52623
-111.6469222,25.0338976
-112.1180697,25.1928747
-111.8261887,25.1127696
-111.7789388,25.2644097
-112.0247625,25.7693187
-112.075171,26.186302
-112.1114694,24.7924966
-112.0439814,26.2043629
-111.9184786,25.4901134
-111.6287318,24.930842
-111.842969,25.398456
-112.267476,27.33857
-114.8985749,27.6920725
-114.045764,27.9678421
-113.4419912,27.6492319
-111.9815176,26.8914129
-112.8966566,27.2805101
-113.388236,27.6437022
-110.2923165,24.1624608
-110.3145289,24.1138252
-110.2997619,24.128303
-110.3085816,24.0968134
-110.282338,24.1459483
-110.4123938,24.1016776
-110.3729079,24.1024327
-111.1056084,24.3941411
-109.69911,23.6798946
-110.167071,23.3651761
-109.9348327,23.9674902
-110.0572065,23.8066178
-109.8457117,23.7376732
-109.9926839,24.0717361
-110.2792602,24.0225038
-109.7082831,23.0617522
-109.7017571,23.0608645
-109.9162602,22.8915789
-109.9392919,22.8973454
-109.7780483,23.3689953
-109.6699747,23.062068
-109.710686,23.1170784
-109.7012168,23.1804616
-109.6898896,23.1390146
-109.7179906,23.4755174
-109.7098431,23.1307951
-109.9288929,22.9158731
-109.9605265,22.9062434
-109.7126785,23.1028258
-109.704906,23.0902717
-110.2654802,24.152893
-111.364929,26.007202
-109.9306382,22.9381141
-110.3147298,24.1215229
-111.8338931,26.0378811
