event_id_cnty,event_date,event_type,adm2_code,latitude,longitude
MEX90893,2024-07-28,Violence against civilians,MX27005,18.266,-93.225
MEX90894,2024-07-28,Violence against civilians,MX27014,18.4313,-93.0848
MEX90895,2024-07-28,Violence against civilians,MX27016,17.563,-92.9472
MEX90896,2024-07-29,Violence against civilians,MX09003,19.3502,-99.1621
MEX90897,2024-07-29,Violence against civilians,MX11017,20.6728,-101.3481
MEX90900,2024-07-29,Violence against civilians,MX16053,19.7034,-101.192
MEX90901,2024-07-29,Violence against civilians,MX19031,25.6513,-100.106
MEX90904,2024-07-30,Violence against civilians,MX20043,16.4333,-95.0216
MEX90905,2024-07-31,Violence against civilians,MX02002,32.6412,-115.476
MEX90906,2024-07-31,Violence against civilians,MX14070,20.5194,-103.1817
MEX90907,2024-07-31,Violence against civilians,MX14039,20.6764,-103.3422
MEX90909,2024-07-31,Violence against civilians,MX19017,24.825,-100.0768
MEX90913,2024-07-31,Violence against civilians,MX28032,26.0924,-98.2781
MEX90919,2024-08-01,Violence against civilians,MX23005,21.1614,-86.8248
MEX90921,2024-07-26,Violence against civilians,MX11007,20.5215,-100.814
MEX90922,2024-07-27,Violence against civilians,MX16108,19.9836,-102.286
MEX90924,2024-07-30,Violence against civilians,MX02004,32.5325,-117.019
MEX90925,2024-07-31,Violence against civilians,MX19017,24.5916,-99.996
MEX90926,2024-08-01,Violence against civilians,MX26055,32.4798,-114.7796
MEX90927,2024-08-01,Violence against civilians,MX14070,20.5194,-103.1817
MEX90928,2024-07-27,Violence against civilians,MX19021,25.808,-100.3226
MEX90929,2024-07-27,Violence against civilians,MX02004,32.5325,-117.019
MEX90930,2024-07-31,Violence against civilians,MX26018,27.4965,-109.9327
MEX90801,2024-07-30,Violence against civilians,MX07026,16.9967,-92.4986
MEX90854,2024-07-29,Battles,MX08019,28.6368,-106.0763
MEX90150,2024-07-09,Battles,MX21119,19.0509,-98.3007
MEX87587,2024-05-20,Violence against civilians,MX09012,19.2883,-99.1671
MEX87698,2024-05-19,Battles,MX17006,18.8128,-98.9553
MEX87906,2024-06-18,Battles,MX07066,17.0056,-92.4717
MEX88045,2024-06-19,Battles,MX17002,18.9363,-98.8992
MEX88046,2024-06-15,Violence against civilians,MX17006,18.8128,-98.9553
MEX88393,2024-05-29,Violence against civilians,MX17006,18.8128,-98.9553
MEX88419,2024-05-30,Battles,MX07066,17.0056,-92.4717
MEX88425,2024-06-06,Violence against civilians,MX17006,18.8128,-98.9553
MEX88439,2024-05-30,Violence against civilians,MX17006,18.8128,-98.9553
MEX88676,2024-05-28,Violence against civilians,MX17006,18.8128,-98.9553
MEX88704,2024-06-04,Violence against civilians,MX07096,17.3001,-92.4264
MEX88796,2024-06-06,Violence against civilians,MX07096,17.3001,-92.4264
MEX89161,2024-06-24,Violence against civilians,MX17006,18.8128,-98.9553
MEX90868,2024-07-30,Violence against civilians,MX09012,19.2883,-99.1671
MEX91056,2024-08-05,Battles,MX15001,19.9543,-99.8442
MEX91060,2024-08-07,Violence against civilians,MX22016,20.4587,-100.0563
MEX91061,2024-08-03,Violence against civilians,MX02004,32.5325,-117.019
MEX91063,2024-08-04,Violence against civilians,MX07066,16.9993,-92.4882
MEX91064,2024-08-07,Violence against civilians,MX02004,32.5325,-117.019
MEX91068,2024-08-08,Violence against civilians,MX02004,32.5325,-117.019
MEX91073,2024-08-02,Battles,MX07026,16.9967,-92.4986
MEX91076,2024-08-09,Violence against civilians,MX02004,32.5325,-117.019
MEX91090,2024-08-03,Violence against civilians,MX08019,28.6368,-106.0763
MEX91091,2024-08-08,Violence against civilians,MX08019,28.6368,-106.0763
MEX91093,2024-08-06,Violence against civilians,MX09005,19.4829,-99.1135
MEX91094,2024-08-09,Violence against civilians,MX08017,28.7491,-106.907
MEX91095,2024-08-08,Violence against civilians,MX09007,19.359,-99.0926
MEX91105,2024-08-08,Violence against civilians,MX09016,19.4073,-99.1908
MEX91114,2024-08-07,Violence against civilians,MX11007,20.5215,-100.814
MEX91115,2024-08-09,Violence against civilians,MX11007,20.5215,-100.814
MEX91119,2024-08-03,Battles,MX12058,18.3718,-99.8696
MEX91120,2024-08-01,Violence against civilians,MX10007,25.5701,-103.4964
MEX91122,2024-08-04,Violence against civilians,MX11007,20.5215,-100.814
MEX91124,2024-08-05,Violence against civilians,MX12029,17.5516,-99.5011
MEX91125,2024-08-02,Violence against civilians,MX13009,20.2214,-98.9111
MEX91126,2024-08-02,Violence against civilians,MX13052,20.1151,-98.8864
MEX91130,2024-08-04,Violence against civilians,MX14070,20.5194,-103.1817
MEX91131,2024-08-05,Violence against civilians,MX14098,20.5997,-103.2847
MEX91136,2024-08-09,Violence against civilians,MX15115,19.4038,-99.5282
MEX91146,2024-08-03,Violence against civilians,MX19025,25.897,-100.1082
MEX91150,2024-08-04,Violence against civilians,MX12075,17.8186,-99.5608
MEX91151,2024-08-07,Battles,MX11015,20.9677,-101.2772
MEX91154,2024-08-08,Battles,MX12045,17.7789,-98.7397
MEX91155,2024-08-05,Battles,MX12058,18.1905,-99.9333
MEX91157,2024-08-09,Violence against civilians,MX19025,25.897,-100.1082
MEX91161,2024-08-06,Violence against civilians,MX19031,25.6513,-100.106
MEX91173,2024-08-05,Violence against civilians,MX21010,18.3783,-97.2594
MEX91176,2024-08-08,Violence against civilians,MX23005,21.1614,-86.8248
MEX91177,2024-08-07,Violence against civilians,MX23003,21.2566,-86.7461
MEX91179,2024-08-05,Violence against civilians,MX27004,18.2482,-92.8329
MEX91180,2024-08-06,Violence against civilians,MX27012,17.7564,-92.5941
MEX91189,2024-08-07,Battles,MX16079,19.4123,-101.6045
MEX91192,2024-08-05,Violence against civilians,MX02004,32.5325,-117.019
MEX91196,2024-08-09,Violence against civilians,MX02004,32.5325,-117.019
MEX91197,2024-08-06,Violence against civilians,MX16043,19.9563,-102.306
MEX91198,2024-08-05,Violence against civilians,MX04010,18.1135,-89.2417
MEX91204,2024-08-02,Violence against civilians,MX08017,28.4063,-106.866
MEX91209,2024-08-07,Violence against civilians,MX17012,18.6166,-99.181
MEX91210,2024-08-08,Violence against civilians,MX11007,20.5215,-100.814
MEX91211,2024-08-07,Battles,MX19037,26.001,-100.5292
MEX91220,2024-08-04,Violence against civilians,MX12001,16.8534,-99.5901
MEX91222,2024-08-03,Battles,MX25015,25.457,-108.0807
MEX91224,2024-08-06,Violence against civilians,MX14053,21.3564,-101.9292
MEX91238,2024-08-04,Violence against civilians,MX14097,20.4736,-103.4431
MEX91243,2024-08-07,Violence against civilians,MX16053,19.7034,-101.192
MEX91249,2024-08-06,Violence against civilians,MX16108,19.9836,-102.286
MEX91251,2024-08-08,Violence against civilians,MX17006,18.8716,-98.933
MEX91252,2024-08-02,Violence against civilians,MX19021,25.808,-100.3226
MEX91256,2024-08-03,Violence against civilians,MX19025,25.897,-100.1082
MEX91260,2024-08-08,Violence against civilians,MX19031,25.6513,-100.106
MEX91262,2024-08-05,Battles,MX28032,26.0924,-98.2781
MEX91263,2024-08-06,Battles,MX28032,26.0924,-98.2781
MEX91265,2024-08-08,Violence against civilians,MX21156,18.4622,-97.392
MEX91273,2024-08-06,Violence against civilians,MX25008,24.0024,-107.0288
MEX91275,2024-08-08,Violence against civilians,MX27004,18.1591,-92.7835
MEX91277,2024-08-03,Battles,MX28001,24.0598,-98.3775
MEX91278,2024-08-02,Battles,MX28018,24.219,-98.4868
MEX91280,2024-08-08,Battles,MX02002,32.6412,-115.476
MEX91282,2024-08-04,Battles,MX19017,24.825,-100.0768
MEX91285,2024-08-07,Battles,MX28032,26.0924,-98.2781
MEX91286,2024-08-09,Violence against civilians,MX27005,18.266,-93.225
MEX91139,2024-08-07,Violence against civilians,MX15120,19.8151,-99.0104
MEX88639,2024-06-02,Violence against civilians,MX16034,19.6894,-100.5552
MEX88797,2024-06-09,Violence against civilians,MX16043,19.9563,-102.306
MEX89182,2024-06-28,Violence against civilians,MX16053,19.7034,-101.192
MEX91311,2024-08-13,Violence against civilians,MX02004,32.5325,-117.019
MEX91312,2024-08-13,Violence against civilians,MX02004,32.5325,-117.019
MEX91313,2024-08-14,Violence against civilians,MX02004,32.5325,-117.019
MEX91314,2024-08-15,Violence against civilians,MX02004,32.5325,-117.019
MEX91315,2024-08-15,Violence against civilians,MX02004,32.5325,-117.019
MEX91317,2024-08-16,Violence against civilians,MX02004,32.5325,-117.019
MEX91319,2024-08-16,Violence against civilians,MX04002,19.8448,-90.5396
MEX91321,2024-08-12,Battles,MX07012,16.7965,-93.2731
MEX91324,2024-08-14,Violence against civilians,MX08007,26.4747,-106.3872
MEX91326,2024-08-10,Violence against civilians,MX08019,28.6368,-106.0763
MEX91328,2024-08-13,Violence against civilians,MX08019,28.6368,-106.0763
MEX91329,2024-08-14,Violence against civilians,MX08019,28.6368,-106.0763
MEX91330,2024-08-13,Violence against civilians,MX08019,28.4191,-106.1604
MEX91334,2024-08-12,Violence against civilians,MX09003,19.3502,-99.1621
MEX91336,2024-08-12,Violence against civilians,MX09015,19.4313,-99.1531
MEX91345,2024-08-11,Violence against civilians,MX09013,19.2635,-99.1049
MEX91360,2024-08-10,Explosions/Remote violence,MX11007,20.5215,-100.814
MEX91361,2024-08-11,Explosions/Remote violence,MX11007,20.5215,-100.814
MEX91362,2024-08-12,Battles,MX11007,20.5215,-100.814
MEX91363,2024-08-16,Violence against civilians,MX11007,20.5215,-100.814
MEX91397,2024-08-11,Violence against civilians,MX12029,17.5516,-99.5011
MEX91399,2024-08-11,Battles,MX12022,18.2349,-100.904
MEX91400,2024-08-12,Violence against civilians,MX12035,18.3445,-99.5384
MEX91403,2024-08-14,Violence against civilians,MX12061,17.5667,-99.3983
MEX91404,2024-08-10,Violence against civilians,MX12038,17.739,-101.6368
MEX91405,2024-08-11,Violence against civilians,MX13016,20.0355,-98.3097
MEX91412,2024-08-12,Explosions/Remote violence,MX13041,20.2294,-99.2138
MEX91415,2024-08-15,Battles,MX13065,20.1528,-99.1861
MEX91422,2024-08-15,Violence against civilians,MX14097,20.4736,-103.4431
MEX91423,2024-08-12,Violence against civilians,MX14120,20.7672,-103.524
MEX91425,2024-08-15,Violence against civilians,MX14120,20.7206,-103.3883
MEX91436,2024-08-09,Violence against civilians,MX16003,19.8375,-101.0253
MEX91437,2024-08-09,Violence against civilians,MX16052,18.0177,-102.2097
MEX91441,2024-08-13,Battles,MX16053,19.7034,-101.192
MEX91444,2024-08-14,Violence against civilians,MX16053,19.7034,-101.192
MEX91448,2024-08-10,Violence against civilians,MX16067,20.0621,-101.8903
MEX91451,2024-08-09,Violence against civilians,MX17006,18.8128,-98.9553
MEX91457,2024-08-11,Violence against civilians,MX17029,18.9105,-98.972
MEX91462,2024-08-11,Violence against civilians,MX19021,25.808,-100.3226
MEX91473,2024-08-10,Battles,MX19048,25.6744,-100.4617
MEX91475,2024-08-16,Violence against civilians,MX19048,25.6744,-100.4617
MEX91477,2024-08-11,Violence against civilians,MX20067,17.06,-96.7255
MEX91481,2024-08-16,Violence against civilians,MX21004,18.9613,-97.8008
MEX91482,2024-08-12,Violence against civilians,MX21015,19.0446,-98.0449
MEX91484,2024-08-11,Violence against civilians,MX21047,18.429,-98.7008
MEX91485,2024-08-16,Violence against civilians,MX21047,18.429,-98.7008
MEX91486,2024-08-16,Violence against civilians,MX21047,18.429,-98.7008
MEX91490,2024-08-10,Violence against civilians,MX21114,19.0873,-98.1036
MEX91518,2024-08-13,Battles,MX25011,25.5168,-108.3567
MEX91522,2024-08-14,Violence against civilians,MX26043,31.3259,-110.9458
MEX91523,2024-08-07,Violence against civilians,MX26055,32.4798,-114.7796
MEX91524,2024-08-07,Violence against civilians,MX26055,32.4798,-114.7796
MEX91525,2024-08-12,Battles,MX26058,30.4502,-111.204
MEX91526,2024-08-15,Violence against civilians,MX27002,18.0052,-93.4689
MEX91527,2024-08-14,Violence against civilians,MX27002,17.9894,-93.3769
MEX91528,2024-08-13,Violence against civilians,MX27008,18.0786,-93.9183
MEX91532,2024-08-09,Violence against civilians,MX28025,26.401,-99.0261
MEX91533,2024-08-09,Violence against civilians,MX28032,26.0924,-98.2781
MEX91534,2024-08-10,Violence against civilians,MX28032,26.0924,-98.2781
MEX91535,2024-08-14,Violence against civilians,MX28032,26.0924,-98.2781
MEX91536,2024-08-09,Violence against civilians,MX28034,24.5818,-98.9436
MEX91537,2024-08-14,Battles,MX28035,24.9442,-98.115
MEX91541,2024-08-13,Violence against civilians,MX29025,19.1197,-98.1704
MEX91542,2024-07-24,Battles,MX29036,19.3256,-98.2578
MEX91544,2024-08-16,Battles,MX30011,19.0567,-95.9888
MEX91548,2024-08-12,Violence against civilians,MX30061,17.9093,-94.0903
MEX91553,2024-08-13,Violence against civilians,MX30125,18.9416,-96.7669
MEX91565,2024-08-16,Battles,MX32017,22.7468,-102.5188
MEX91566,2024-08-13,Violence against civilians,MX32020,22.6563,-102.8703
MEX87845,2024-05-20,Violence against civilians,MX30021,18.9125,-96.7786
MEX89216,2024-06-24,Violence against civilians,MX30102,20.0972,-97.0113
MEX90595,2024-07-23,Violence against civilians,MX16003,19.8263,-101.0385
MEX91300,2024-08-08,Battles,MX02005,32.3637,-117.0545
MEX91301,2024-08-14,Battles,MX02005,32.3637,-117.0545
MEX91302,2024-08-15,Battles,MX02003,32.5727,-116.6266
MEX91303,2024-08-09,Violence against civilians,MX02004,32.5325,-117.019
MEX91304,2024-08-10,Violence against civilians,MX02004,32.5325,-117.019
MEX91305,2024-08-10,Violence against civilians,MX02004,32.5325,-117.019
MEX91306,2024-08-10,Violence against civilians,MX02004,32.5325,-117.019
MEX91307,2024-08-10,Violence against civilians,MX02004,32.5325,-117.019
MEX91308,2024-08-10,Violence against civilians,MX02004,32.5325,-117.019
MEX91309,2024-08-10,Violence against civilians,MX02004,32.5325,-117.019
MEX89471,2024-06-30,Violence against civilians,MX09003,19.3502,-99.1621
MEX90931,2024-08-02,Violence against civilians,MX29027,19.1476,-98.2013
MEX87346,2024-05-13,Violence against civilians,MX19041,25.7833,-100.0537
MEX87498,2024-05-14,Violence against civilians,MX17007,18.9218,-99.2349
MEX87504,2024-05-16,Battles,MX27005,18.2625,-93.1821
MEX87507,2024-05-15,Violence against civilians,MX14098,20.6386,-103.3072
MEX87700,2024-05-16,Violence against civilians,MX17007,18.9218,-99.2349
MEX87706,2024-05-22,Violence against civilians,MX17008,18.8394,-99.1856
MEX87707,2024-05-18,Violence against civilians,MX17008,18.8678,-99.2087
MEX87710,2024-05-20,Violence against civilians,MX19006,25.7813,-100.1892
MEX87711,2024-05-22,Violence against civilians,MX19006,25.7813,-100.1892
MEX87712,2024-05-23,Violence against civilians,MX19006,25.7813,-100.1892
MEX87713,2024-05-23,Violence against civilians,MX19006,25.7813,-100.1892
MEX87714,2024-05-24,Violence against civilians,MX19006,25.7813,-100.1892
MEX87731,2024-05-20,Violence against civilians,MX19041,25.7833,-100.0537
MEX87824,2024-05-19,Violence against civilians,MX27005,18.2625,-93.1821
MEX87825,2024-05-23,Violence against civilians,MX27005,18.2625,-93.1821
MEX88048,2024-06-18,Violence against civilians,MX17007,18.9218,-99.2349
MEX88049,2024-06-20,Violence against civilians,MX17007,18.9218,-99.2349
MEX88050,2024-06-20,Violence against civilians,MX17018,18.8453,-99.2241
MEX88052,2024-06-17,Violence against civilians,MX19006,25.7813,-100.1892
MEX88067,2024-06-15,Violence against civilians,MX19041,25.7833,-100.0537
MEX88068,2024-06-18,Battles,MX19041,25.7833,-100.0537
MEX88177,2024-05-24,Violence against civilians,MX17018,18.8453,-99.2241
MEX88205,2024-05-25,Violence against civilians,MX14098,20.6386,-103.3072
MEX88268,2024-05-26,Violence against civilians,MX27005,18.3133,-93.261
MEX88291,2024-05-27,Violence against civilians,MX14098,20.6386,-103.3072
MEX88296,2024-05-27,Battles,MX17011,18.882,-99.1772
MEX88337,2024-05-28,Violence against civilians,MX14097,20.5468,-103.3357
MEX88380,2024-05-31,Violence against civilians,MX17007,18.9218,-99.2349
MEX88434,2024-05-30,Violence against civilians,MX14098,20.6386,-103.3072
MEX88537,2024-06-01,Violence against civilians,MX17007,18.9218,-99.2349
MEX88538,2024-06-01,Violence against civilians,MX17007,18.9218,-99.2349
MEX88717,2024-06-04,Violence against civilians,MX17011,18.882,-99.1772
MEX88766,2024-06-05,Battles,MX17007,18.9218,-99.2349
MEX88851,2024-06-07,Violence against civilians,MX19041,25.7833,-100.0537
MEX88877,2024-06-08,Violence against civilians,MX17007,18.9218,-99.2349
MEX88878,2024-06-08,Violence against civilians,MX17007,18.9218,-99.2349
MEX88921,2024-06-10,Violence against civilians,MX17007,18.9218,-99.2349
MEX88974,2024-06-11,Violence against civilians,MX17011,18.882,-99.1772
MEX88975,2024-06-11,Violence against civilians,MX19006,25.7813,-100.1892
MEX89050,2024-06-13,Violence against civilians,MX17008,18.8394,-99.1856
MEX89051,2024-06-13,Violence against civilians,MX17011,18.882,-99.1772
MEX89074,2024-06-14,Violence against civilians,MX14097,20.5346,-103.4259
MEX89117,2024-06-28,Battles,MX04009,18.6065,-90.738
MEX89118,2024-06-27,Battles,MX19006,25.7813,-100.1892
MEX89134,2024-06-25,Violence against civilians,MX17018,18.8453,-99.2241
MEX89167,2024-06-25,Violence against civilians,MX19006,25.7813,-100.1892
MEX89177,2024-06-27,Violence against civilians,MX17007,18.9218,-99.2349
MEX89194,2024-06-24,Violence against civilians,MX17011,18.882,-99.1772
MEX89227,2024-06-25,Violence against civilians,MX17018,18.8453,-99.2241
MEX89234,2024-06-26,Violence against civilians,MX14098,20.6386,-103.3072
MEX89236,2024-06-26,Violence against civilians,MX17007,18.9218,-99.2349
MEX89246,2024-06-27,Violence against civilians,MX19006,25.7813,-100.1892
MEX89410,2024-07-02,Battles,MX19006,25.7813,-100.1892
MEX89433,2024-06-28,Violence against civilians,MX17018,18.8453,-99.2241
MEX89446,2024-06-29,Violence against civilians,MX14098,20.6386,-103.3072
MEX89447,2024-06-29,Violence against civilians,MX19006,25.7813,-100.1892
MEX89488,2024-07-01,Violence against civilians,MX17018,18.8453,-99.2241
MEX89489,2024-07-01,Violence against civilians,MX17018,18.8453,-99.2241
MEX89491,2024-07-02,Violence against civilians,MX17007,18.9218,-99.2349
MEX89500,2024-07-02,Violence against civilians,MX27005,18.3133,-93.261
MEX89530,2024-07-04,Violence against civilians,MX17018,18.8453,-99.2241
MEX89532,2024-07-04,Violence against civilians,MX14098,20.6386,-103.3072
MEX89540,2024-07-05,Violence against civilians,MX27005,18.2625,-93.1821
MEX89939,2024-07-09,Violence against civilians,MX14098,20.6386,-103.3072
MEX89941,2024-07-09,Violence against civilians,MX17007,18.9218,-99.2349
MEX89965,2024-07-10,Violence against civilians,MX30143,18.4508,-95.3161
MEX90010,2024-07-12,Violence against civilians,MX14098,20.6386,-103.3072
MEX90044,2024-07-10,Battles,MX14098,20.6386,-103.3072
MEX90068,2024-07-07,Violence against civilians,MX17007,18.9218,-99.2349
MEX90105,2024-07-09,Violence against civilians,MX17007,18.9218,-99.2349
MEX90112,2024-07-09,Violence against civilians,MX17007,18.9218,-99.2349
MEX90141,2024-07-10,Violence against civilians,MX17007,18.9218,-99.2349
MEX90155,2024-07-11,Violence against civilians,MX14098,20.6386,-103.3072
MEX90204,2024-07-12,Violence against civilians,MX17007,18.9218,-99.2349
MEX90224,2024-07-14,Violence against civilians,MX17011,18.882,-99.1772
MEX90225,2024-07-14,Violence against civilians,MX19006,25.7813,-100.1892
MEX90235,2024-07-15,Violence against civilians,MX14120,20.6217,-103.4555
MEX90288,2024-07-15,Battles,MX17007,18.9218,-99.2349
MEX90374,2024-07-16,Violence against civilians,MX14098,20.6386,-103.3072
MEX90423,2024-07-17,Violence against civilians,MX14098,20.6386,-103.3072
MEX90424,2024-07-17,Violence against civilians,MX17007,18.9218,-99.2349
MEX90492,2024-07-22,Battles,MX17007,18.9218,-99.2349
MEX90508,2024-07-24,Violence against civilians,MX19006,25.7813,-100.1892
MEX90528,2024-07-20,Violence against civilians,MX19006,25.7813,-100.1892
MEX90538,2024-07-26,Violence against civilians,MX14098,20.6386,-103.3072
MEX90544,2024-07-23,Violence against civilians,MX17007,18.9218,-99.2349
MEX90550,2024-07-22,Violence against civilians,MX17007,18.9218,-99.2349
MEX90557,2024-07-20,Violence against civilians,MX04009,18.6065,-90.738
MEX90560,2024-07-22,Violence against civilians,MX17007,18.9218,-99.2349
MEX90571,2024-07-18,Violence against civilians,MX17007,18.9218,-99.2349
MEX90575,2024-07-20,Violence against civilians,MX19006,25.7813,-100.1892
MEX90580,2024-07-21,Violence against civilians,MX14098,20.6386,-103.3072
MEX90585,2024-07-22,Violence against civilians,MX14098,20.6386,-103.3072
MEX90587,2024-07-22,Violence against civilians,MX17007,18.9079,-99.2217
MEX90609,2024-07-24,Violence against civilians,MX17007,18.9079,-99.2217
MEX90796,2024-06-13,Battles,MX19006,25.7813,-100.1892
MEX90817,2024-08-02,Violence against civilians,MX17007,18.9218,-99.2349
MEX90834,2024-07-30,Violence against civilians,MX17011,18.882,-99.1772
MEX90836,2024-07-31,Violence against civilians,MX14098,20.6386,-103.3072
MEX90844,2024-07-28,Violence against civilians,MX14098,20.6386,-103.3072
MEX90861,2024-07-30,Violence against civilians,MX14098,20.6386,-103.3072
MEX90878,2024-08-01,Violence against civilians,MX19006,25.7813,-100.1892
MEX90899,2024-07-29,Violence against civilians,MX14098,20.6386,-103.3072
MEX90903,2024-07-30,Violence against civilians,MX14097,20.5468,-103.3357
MEX90918,2024-08-01,Violence against civilians,MX17007,18.9218,-99.2349
MEX91050,2024-08-02,Violence against civilians,MX17018,18.8453,-99.2241
MEX91132,2024-08-05,Violence against civilians,MX14098,20.6386,-103.3072
MEX91134,2024-08-07,Violence against civilians,MX14098,20.6386,-103.3072
MEX91141,2024-08-04,Violence against civilians,MX17007,18.9218,-99.2349
MEX91144,2024-08-08,Violence against civilians,MX19006,25.7813,-100.1892
MEX91200,2024-08-08,Battles,MX19006,25.7813,-100.1892
MEX91227,2024-08-08,Violence against civilians,MX14098,20.6386,-103.3072
MEX91228,2024-08-09,Violence against civilians,MX14098,20.6386,-103.3072
MEX91231,2024-08-09,Violence against civilians,MX14097,20.5346,-103.4259
MEX91454,2024-08-12,Violence against civilians,MX17007,18.9218,-99.2349
MEX91456,2024-08-12,Violence against civilians,MX17011,18.882,-99.1772
MEX91458,2024-08-12,Battles,MX19006,25.7813,-100.1892
MEX91459,2024-08-15,Violence against civilians,MX19006,25.7813,-100.1892
MEX91568,2024-08-19,Battles,MX07030,15.7449,-92.2833
MEX91761,2024-08-17,Violence against civilians,MX17007,18.9218,-99.2349
MEX91775,2024-08-19,Violence against civilians,MX28021,22.744,-98.9717
MEX91781,2024-08-19,Violence against civilians,MX23008,20.5066,-87.23
MEX91784,2024-08-19,Violence against civilians,MX15104,19.5385,-99.1952
MEX91785,2024-08-19,Violence against civilians,MX14098,20.6386,-103.3072
MEX91793,2024-08-20,Violence against civilians,MX10023,23.7875,-105.4213
MEX91794,2024-08-20,Violence against civilians,MX26055,32.4798,-114.7796
MEX91795,2024-08-20,Violence against civilians,MX16108,19.9836,-102.286
MEX91797,2024-08-21,Violence against civilians,MX16020,19.9682,-101.1396
MEX91799,2024-08-21,Violence against civilians,MX19041,25.7833,-100.0537
MEX91800,2024-08-21,Violence against civilians,MX19046,25.7553,-100.2896
MEX91802,2024-08-21,Violence against civilians,MX15120,19.7971,-99.1006
MEX91804,2024-08-22,Violence against civilians,MX14039,20.6764,-103.3422
MEX91807,2024-08-22,Violence against civilians,MX14097,20.4736,-103.4431
MEX91810,2024-08-23,Violence against civilians,MX11007,20.5215,-100.814
MEX91811,2024-08-23,Violence against civilians,MX11007,20.5215,-100.814
MEX91813,2024-08-23,Violence against civilians,MX07101,16.754,-93.1152
MEX91814,2024-08-19,Battles,MX07030,15.7449,-92.2833
MEX91816,2024-08-17,Battles,MX19021,25.808,-100.3226
MEX91817,2024-08-18,Battles,MX32042,23.808,-103.4034
MEX91819,2024-08-18,Battles,MX07066,17.0056,-92.4717
MEX91820,2024-08-20,Battles,MX19012,25.9521,-100.1681
MEX91821,2024-08-21,Battles,MX12040,17.6608,-99.6773
MEX91822,2024-08-21,Battles,MX19045,26.0486,-100.3254
MEX91823,2024-08-18,Battles,MX07030,15.7449,-92.2833
MEX91824,2024-08-21,Violence against civilians,MX28041,23.7311,-99.1513
MEX91825,2024-08-17,Battles,MX07030,15.7449,-92.2833
MEX91826,2024-08-18,Battles,MX32042,23.808,-103.4034
MEX91827,2024-08-22,Battles,MX07026,16.9967,-92.4986
MEX91828,2024-08-19,Battles,MX21019,18.845,-98.3417
MEX91830,2024-08-18,Violence against civilians,MX26065,30.8848,-111.4651
MEX91832,2024-08-16,Violence against civilians,MX13077,20.123,-98.3738
MEX91834,2024-08-16,Violence against civilians,MX27005,18.2356,-93.1938
MEX91835,2024-08-16,Violence against civilians,MX17031,18.6391,-99.2137
MEX91838,2024-08-17,Violence against civilians,MX27016,17.563,-92.9472
MEX91839,2024-08-17,Violence against civilians,MX27016,17.563,-92.9472
MEX91840,2024-08-17,Violence against civilians,MX15108,19.6855,-99.1286
MEX91841,2024-08-18,Violence against civilians,MX19031,25.6513,-100.106
MEX91845,2024-08-18,Violence against civilians,MX07008,15.8718,-92.7227
MEX91847,2024-08-19,Violence against civilians,MX27013,18.0163,-92.9595
MEX91849,2024-08-19,Violence against civilians,MX14070,20.5194,-103.1817
MEX91853,2024-08-19,Violence against civilians,MX19041,25.7833,-100.0537
MEX91858,2024-08-20,Violence against civilians,MX29025,19.1197,-98.1704
MEX91859,2024-08-20,Violence against civilians,MX17007,18.9218,-99.2349
MEX91860,2024-08-20,Violence against civilians,MX02001,32.0759,-116.6268
MEX91863,2024-08-20,Violence against civilians,MX19041,25.7833,-100.0537
MEX91864,2024-08-20,Violence against civilians,MX02004,32.5325,-117.019
MEX91865,2024-08-20,Violence against civilians,MX02004,32.5325,-117.019
MEX91867,2024-08-21,Violence against civilians,MX29025,19.1197,-98.1704
MEX91869,2024-08-21,Violence against civilians,MX26018,27.4965,-109.9327
MEX91870,2024-08-21,Violence against civilians,MX28041,23.7311,-99.1513
MEX91872,2024-08-21,Violence against civilians,MX17007,18.9218,-99.2349
MEX91877,2024-08-22,Violence against civilians,MX19006,25.7813,-100.1892
MEX91878,2024-08-22,Violence against civilians,MX27005,18.266,-93.225
MEX91880,2024-08-22,Violence against civilians,MX32017,22.7468,-102.5188
MEX91881,2024-08-22,Violence against civilians,MX23005,20.9896,-87.2039
MEX91883,2024-08-22,Violence against civilians,MX15120,19.7971,-99.1006
MEX91885,2024-08-23,Violence against civilians,MX21114,19.0873,-98.1036
MEX91886,2024-08-19,Battles,MX08019,28.6368,-106.0763
MEX91887,2024-08-20,Battles,MX16084,19.954,-102.4328
MEX91890,2024-08-19,Battles,MX02004,32.5325,-117.019
MEX91891,2024-08-23,Battles,MX04009,18.6273,-90.7184
MEX91203,2024-08-05,Violence against civilians,MX08019,28.6368,-106.0763
MEX91898,2024-08-30,Violence against civilians,MX26030,29.0749,-110.959
MEX91932,2024-08-30,Battles,MX02004,32.5325,-117.019
MEX91933,2024-08-30,Battles,MX19050,26.5695,-99.796
MEX92028,2024-08-30,Violence against civilians,MX02004,32.5325,-117.019
MEX92029,2024-08-30,Violence against civilians,MX08037,31.7465,-106.485
MEX92033,2024-08-30,Violence against civilians,MX14098,20.6386,-103.3072
MEX92034,2024-08-30,Violence against civilians,MX17007,18.9218,-99.2349
MEX92035,2024-08-30,Violence against civilians,MX17024,18.7313,-99.162
MEX92036,2024-08-30,Violence against civilians,MX19018,25.8005,-100.5855
MEX92037,2024-08-30,Violence against civilians,MX19025,25.897,-100.1082
