event_id_cnty,event_date,event_type,adm2_code,latitude,longitude
MEX87298,2024-05-17,Violence against civilians,MX28022,25.8799,-97.5048
MEX87311,2024-05-14,Battles,MX06007,19.0532,-104.3164
MEX87312,2024-05-14,Battles,MX28022,25.8799,-97.5048
MEX87325,2024-05-13,Battles,MX07030,15.7625,-92.4501
MEX87329,2024-05-12,Violence against civilians,MX02004,32.5325,-117.019
MEX87342,2024-05-12,Violence against civilians,MX20005,16.5038,-95.057
MEX87344,2024-05-12,Violence against civilians,MX14097,20.4736,-103.4431
MEX87345,2024-05-13,Violence against civilians,MX19018,25.8005,-100.5855
MEX87352,2024-05-14,Violence against civilians,MX07116,16.3323,-90.7653
MEX87356,2024-05-14,Violence against civilians,MX19031,25.6513,-100.106
MEX87357,2024-05-15,Violence against civilians,MX19031,25.6513,-100.106
MEX87359,2024-05-15,Violence against civilians,MX02004,32.5325,-117.019
MEX87361,2024-05-16,Violence against civilians,MX16053,19.7034,-101.192
MEX87362,2024-05-16,Violence against civilians,MX19025,25.897,-100.1082
MEX87369,2024-05-16,Violence against civilians,MX19012,25.9521,-100.1681
MEX87371,2024-05-16,Violence against civilians,MX09003,19.3502,-99.1621
MEX87387,2024-05-13,Violence against civilians,MX23004,18.5001,-88.2948
MEX87409,2024-05-12,Violence against civilians,MX20570,16.8667,-96.7856
MEX87416,2024-05-12,Violence against civilians,MX02004,32.5325,-117.019
MEX87422,2024-05-12,Battles,MX16043,19.9563,-102.306
MEX87423,2024-05-12,Battles,MX07026,16.8943,-92.6261
MEX87424,2024-05-13,Battles,MX26018,27.4965,-109.9327
MEX87436,2024-05-14,Violence against civilians,MX09007,19.359,-99.0926
MEX87443,2024-05-13,Violence against civilians,MX07073,17.2005,-93.0112
MEX87444,2024-05-15,Battles,MX06009,19.0198,-103.8301
MEX87448,2024-05-13,Violence against civilians,MX10039,24.8877,-105.0889
MEX87480,2024-05-13,Violence against civilians,MX02004,32.5325,-117.019
MEX87481,2024-05-17,Battles,MX19025,25.897,-100.1082
MEX87482,2024-05-13,Violence against civilians,MX26018,27.4965,-109.9327
MEX87486,2024-05-14,Violence against civilians,MX14070,20.5194,-103.1817
MEX87494,2024-05-16,Violence against civilians,MX07061,16.7596,-93.3739
MEX87495,2024-05-14,Violence against civilians,MX14070,20.5194,-103.1817
MEX87496,2024-05-14,Violence against civilians,MX02004,32.5325,-117.019
MEX87505,2024-05-15,Battles,MX02004,32.5325,-117.019
MEX87506,2024-05-14,Violence against civilians,MX02004,32.5325,-117.019
MEX87514,2024-05-16,Violence against civilians,MX32017,22.7468,-102.5188
MEX87404,2024-05-12,Violence against civilians,MX30117,18.6739,-96.7076
MEX87407,2024-05-12,Violence against civilians,MX20021,18.6018,-96.6824
MEX87419,2024-05-12,Violence against civilians,MX07004,16.6174,-91.9909
MEX87518,2024-05-15,Violence against civilians,MX01009,22.2235,-102.1713
MEX87520,2024-05-17,Battles,MX02002,32.6412,-115.476
MEX87523,2024-05-16,Violence against civilians,MX02005,32.3637,-117.0545
MEX87525,2024-05-23,Violence against civilians,MX02003,32.5727,-116.6266
MEX87526,2024-05-15,Violence against civilians,MX02004,32.5325,-117.019
MEX87529,2024-05-19,Violence against civilians,MX02004,32.5325,-117.019
MEX87531,2024-05-19,Violence against civilians,MX02004,32.5325,-117.019
MEX87532,2024-05-21,Violence against civilians,MX02004,32.5325,-117.019
MEX87533,2024-05-21,Violence against civilians,MX02004,32.5325,-117.019
MEX87534,2024-05-23,Violence against civilians,MX02004,32.5325,-117.019
MEX87536,2024-05-21,Battles,MX03001,26.0708,-111.844
MEX87541,2024-05-20,Violence against civilians,MX04002,19.8448,-90.5396
MEX87542,2024-05-21,Violence against civilians,MX04003,18.6378,-91.8365
MEX87544,2024-05-19,Violence against civilians,MX07051,15.4411,-92.8916
MEX87546,2024-05-19,Violence against civilians,MX07072,17.2036,-92.9315
MEX87555,2024-05-24,Battles,MX08002,28.8384,-105.9113
MEX87560,2024-05-21,Violence against civilians,MX08037,31.7465,-106.485
MEX87572,2024-05-21,Violence against civilians,MX09015,19.4313,-99.1531
MEX87583,2024-05-24,Violence against civilians,MX09015,19.4313,-99.1531
MEX87584,2024-05-19,Violence against civilians,MX09007,19.359,-99.0926
MEX87602,2024-05-21,Violence against civilians,MX06007,19.0532,-104.3164
MEX87623,2024-05-22,Violence against civilians,MX11039,20.2885,-100.7559
MEX87645,2024-05-23,Violence against civilians,MX12035,18.3445,-99.5384
MEX87646,2024-05-21,Violence against civilians,MX12069,17.4665,-98.5919
MEX87650,2024-05-19,Violence against civilians,MX14070,20.5194,-103.1817
MEX87651,2024-05-23,Violence against civilians,MX14070,20.5194,-103.1817
MEX87652,2024-05-24,Violence against civilians,MX14070,20.5194,-103.1817
MEX87653,2024-05-18,Violence against civilians,MX14039,20.6764,-103.3422
MEX87654,2024-05-19,Violence against civilians,MX14039,20.6764,-103.3422
MEX87656,2024-05-20,Violence against civilians,MX14039,20.6764,-103.3422
MEX87657,2024-05-23,Violence against civilians,MX14039,20.6764,-103.3422
MEX87658,2024-05-20,Violence against civilians,MX14053,21.3564,-101.9292
MEX87659,2024-05-20,Violence against civilians,MX14097,20.4736,-103.4431
MEX87660,2024-05-22,Battles,MX14109,21.1556,-101.9094
MEX87662,2024-05-22,Violence against civilians,MX14120,20.7206,-103.3883
MEX87663,2024-05-22,Violence against civilians,MX14120,20.7206,-103.3883
MEX87664,2024-05-24,Violence against civilians,MX14120,20.7206,-103.3883
MEX87671,2024-05-21,Violence against civilians,MX15067,19.4162,-99.5586
MEX87676,2024-05-19,Violence against civilians,MX15106,19.2935,-99.6573
MEX87685,2024-05-19,Violence against civilians,MX16034,19.6894,-100.5552
MEX87687,2024-05-21,Battles,MX16053,19.7034,-101.192
MEX87696,2024-05-22,Violence against civilians,MX16111,19.4081,-101.9583
MEX87708,2024-05-16,Violence against civilians,MX17015,18.7295,-99.3201
MEX87709,2024-05-19,Violence against civilians,MX17031,18.6391,-99.2137
MEX87715,2024-05-20,Battles,MX19013,25.7059,-99.2393
MEX87716,2024-05-18,Violence against civilians,MX19018,25.8005,-100.5855
MEX87717,2024-05-18,Violence against civilians,MX19018,25.8005,-100.5855
MEX87718,2024-05-20,Violence against civilians,MX19018,25.8005,-100.5855
MEX87719,2024-05-21,Violence against civilians,MX19018,25.8005,-100.5855
MEX87720,2024-05-21,Violence against civilians,MX19021,25.808,-100.3226
MEX87721,2024-05-21,Violence against civilians,MX19021,25.808,-100.3226
MEX87722,2024-05-17,Violence against civilians,MX19025,25.897,-100.1082
MEX87724,2024-05-23,Violence against civilians,MX19031,25.6513,-100.106
MEX87732,2024-05-17,Violence against civilians,MX19048,25.6744,-100.4617
MEX87759,2024-05-23,Violence against civilians,MX21058,19.2789,-97.1994
MEX87761,2024-05-19,Violence against civilians,MX21042,18.4841,-98.1853
MEX87781,2024-05-17,Violence against civilians,MX21217,18.3363,-97.0201
MEX87785,2024-05-19,Violence against civilians,MX23008,20.6281,-87.0755
MEX87787,2024-05-15,Battles,MX24058,22.522,-99.3225
MEX87793,2024-05-20,Battles,MX24040,22.0059,-98.7795
MEX87807,2024-05-21,Battles,MX26012,27.5501,-110.083
MEX87808,2024-05-20,Battles,MX26018,27.4965,-109.9327
MEX87809,2024-05-22,Violence against civilians,MX26018,27.4965,-109.9327
MEX87812,2024-05-19,Violence against civilians,MX26043,31.3259,-110.9458
MEX87814,2024-05-23,Violence against civilians,MX26055,32.4798,-114.7796
MEX87815,2024-05-22,Battles,MX26058,30.5443,-111.1212
MEX87827,2024-05-18,Violence against civilians,MX27008,17.6525,-93.3843
MEX87829,2024-05-21,Violence against civilians,MX27013,18.0163,-92.9595
MEX87836,2024-05-20,Battles,MX28027,27.4863,-99.5085
MEX87850,2024-05-22,Violence against civilians,MX30048,17.9986,-94.6357
MEX87857,2024-05-23,Violence against civilians,MX30108,17.991,-94.5484
MEX87868,2024-05-21,Violence against civilians,MX30151,21.1815,-97.473
MEX87895,2024-06-21,Battles,MX04003,18.6378,-91.8365
MEX87934,2024-06-21,Violence against civilians,MX11007,20.5215,-100.814
MEX88006,2024-06-21,Violence against civilians,MX14097,20.4736,-103.4431
MEX88062,2024-06-21,Violence against civilians,MX19031,25.6513,-100.106
MEX88073,2024-06-21,Violence against civilians,MX20385,17.0273,-96.7344
MEX88123,2024-06-21,Battles,MX27014,18.4313,-93.0848
MEX87892,2024-06-20,Violence against civilians,MX03003,24.1487,-110.307
MEX88002,2024-06-20,Violence against civilians,MX14039,20.6764,-103.3422
MEX88008,2024-06-20,Violence against civilians,MX14120,20.7206,-103.3883
MEX88031,2024-06-20,Violence against civilians,MX16053,19.5363,-101.28
MEX88061,2024-06-20,Violence against civilians,MX19031,25.6513,-100.106
MEX88108,2024-06-20,Violence against civilians,MX26018,27.4965,-109.9327
MEX87890,2024-06-19,Violence against civilians,MX02004,32.5325,-117.019
MEX87909,2024-06-19,Violence against civilians,MX08019,28.6368,-106.0763
MEX87910,2024-06-19,Violence against civilians,MX08019,28.6368,-106.0763
MEX87919,2024-06-19,Violence against civilians,MX09015,19.4313,-99.1531
MEX87952,2024-06-19,Violence against civilians,MX11037,20.9445,-101.4262
MEX87985,2024-06-19,Violence against civilians,MX12038,17.6505,-101.5482
MEX87997,2024-06-19,Violence against civilians,MX14006,20.5486,-104.0431
MEX88001,2024-06-19,Violence against civilians,MX14039,20.6764,-103.3422
MEX88003,2024-06-19,Violence against civilians,MX14018,20.286,-102.5459
MEX88007,2024-06-19,Violence against civilians,MX14120,20.7206,-103.3883
MEX88080,2024-06-19,Violence against civilians,MX21041,19.0991,-98.2541
MEX88089,2024-06-19,Violence against civilians,MX21156,18.4622,-97.392
MEX88121,2024-06-19,Violence against civilians,MX27005,18.283,-93.3335
MEX88122,2024-06-19,Violence against civilians,MX27010,18.2379,-93.0794
MEX87889,2024-06-18,Violence against civilians,MX02004,32.5325,-117.019
MEX87902,2024-06-18,Violence against civilians,MX07026,16.9967,-92.4986
MEX87907,2024-06-18,Battles,MX07066,17.0064,-92.5095
MEX87984,2024-06-18,Battles,MX12038,17.6009,-101.4184
MEX88018,2024-06-18,Violence against civilians,MX15106,19.2935,-99.6573
MEX88091,2024-06-18,Violence against civilians,MX21205,18.7606,-97.7022
MEX88120,2024-06-18,Violence against civilians,MX27005,18.266,-93.225
MEX87887,2024-06-17,Violence against civilians,MX02004,32.5325,-117.019
MEX87921,2024-06-17,Battles,MX09005,19.4829,-99.1135
MEX87926,2024-06-17,Violence against civilians,MX06007,19.0532,-104.3164
MEX87933,2024-06-17,Violence against civilians,MX11007,20.5215,-100.814
MEX87971,2024-06-17,Battles,MX12010,17.5637,-98.9332
MEX88056,2024-06-17,Violence against civilians,MX19018,25.8005,-100.5855
MEX88119,2024-06-17,Violence against civilians,MX27005,18.266,-93.225
MEX88155,2024-06-17,Violence against civilians,MX32020,22.6494,-102.9899
MEX87914,2024-06-16,Battles,MX08037,31.7465,-106.485
MEX87915,2024-06-16,Violence against civilians,MX08037,31.7465,-106.485
MEX88000,2024-06-16,Violence against civilians,MX14039,20.6764,-103.3422
MEX88030,2024-06-16,Violence against civilians,MX16050,19.8564,-100.4095
MEX88034,2024-06-16,Violence against civilians,MX16053,19.7034,-101.192
MEX88057,2024-06-16,Violence against civilians,MX19021,25.808,-100.3226
MEX88115,2024-06-16,Violence against civilians,MX27002,17.9894,-93.3769
MEX88151,2024-06-16,Violence against civilians,MX32010,23.1749,-102.8682
MEX88154,2024-06-16,Battles,MX32017,22.7468,-102.5188
MEX87885,2024-06-15,Violence against civilians,MX02004,32.5325,-117.019
MEX87886,2024-06-15,Violence against civilians,MX02004,32.5325,-117.019
MEX88032,2024-06-15,Violence against civilians,MX16053,19.7034,-101.192
MEX88053,2024-06-15,Violence against civilians,MX19010,25.9322,-100.3641
MEX88055,2024-06-15,Violence against civilians,MX19018,25.8005,-100.5855
MEX88071,2024-06-15,Violence against civilians,MX20141,16.3381,-94.5149
MEX88074,2024-06-15,Violence against civilians,MX21004,18.9795,-97.7855
MEX88087,2024-06-15,Violence against civilians,MX21114,19.044,-98.1975
MEX88111,2024-06-15,Violence against civilians,MX26055,32.4798,-114.7796
MEX88112,2024-06-15,Violence against civilians,MX26055,32.4798,-114.7796
MEX88113,2024-06-15,Violence against civilians,MX26055,32.4798,-114.7796
MEX88114,2024-06-15,Violence against civilians,MX26055,32.4798,-114.7796
MEX87912,2024-06-14,Violence against civilians,MX08017,28.4826,-106.7473
MEX87982,2024-06-14,Violence against civilians,MX12043,17.1466,-98.3147
MEX88005,2024-06-14,Violence against civilians,MX14097,20.4736,-103.4431
MEX88054,2024-06-14,Battles,MX19017,24.825,-100.0768
MEX88096,2024-06-14,Battles,MX24023,21.9386,-99.5102
MEX88107,2024-06-14,Violence against civilians,MX26018,27.4965,-109.9327
MEX88153,2024-06-14,Violence against civilians,MX32017,22.7468,-102.5188
MEX88659,2024-06-14,Violence against civilians,MX12024,17.7434,-98.6604
MEX89064,2024-06-14,Battles,MX02004,32.5325,-117.019
MEX89065,2024-06-14,Violence against civilians,MX07020,16.1167,-92.6879
MEX89072,2024-06-14,Violence against civilians,MX14039,20.6764,-103.3422
MEX89073,2024-06-14,Violence against civilians,MX14039,20.6764,-103.3422
MEX89089,2024-06-14,Battles,MX30174,18.4474,-96.3603
MEX87932,2024-06-13,Violence against civilians,MX11007,20.5215,-100.814
MEX88059,2024-06-13,Violence against civilians,MX19031,25.6513,-100.106
MEX88060,2024-06-13,Violence against civilians,MX19031,25.6513,-100.106
MEX88474,2024-06-13,Violence against civilians,MX20545,18.1323,-97.0707
MEX88813,2024-06-13,Violence against civilians,MX07008,15.8718,-92.7227
MEX89046,2024-06-13,Battles,MX15100,19.5903,-98.9085
MEX89047,2024-06-13,Violence against civilians,MX15100,19.5903,-98.9085
MEX89052,2024-06-13,Violence against civilians,MX17015,18.7662,-99.3646
MEX89055,2024-06-13,Battles,MX23010,18.9859,-88.9213
MEX89059,2024-06-13,Violence against civilians,MX27008,17.8832,-93.3679
MEX89060,2024-06-13,Violence against civilians,MX27012,17.8323,-92.5306
MEX89068,2024-06-13,Violence against civilians,MX14039,20.6764,-103.3422
MEX89002,2024-06-12,Violence against civilians,MX09006,19.3959,-99.0976
MEX89003,2024-06-12,Battles,MX09017,19.4193,-99.1137
MEX89014,2024-06-12,Violence against civilians,MX14097,20.4736,-103.4431
MEX89017,2024-06-12,Violence against civilians,MX16053,19.7034,-101.192
MEX89019,2024-06-12,Violence against civilians,MX19010,25.9322,-100.3641
MEX89020,2024-06-12,Battles,MX19042,25.6968,-99.6237
MEX89025,2024-06-12,Violence against civilians,MX21140,19.0736,-98.2669
MEX89026,2024-06-12,Violence against civilians,MX21145,18.4046,-96.8507
MEX89027,2024-06-12,Battles,MX24024,21.9311,-99.9948
MEX89033,2024-06-12,Battles,MX32017,22.7468,-102.5188
MEX89054,2024-06-12,Violence against civilians,MX21114,19.044,-98.1975
MEX88609,2024-06-11,Violence against civilians,MX16053,19.7034,-101.192
MEX88613,2024-06-11,Violence against civilians,MX02004,32.5325,-117.019
MEX88944,2024-06-11,Violence against civilians,MX08019,28.6368,-106.0763
MEX88950,2024-06-11,Battles,MX11007,20.5215,-100.814
MEX88962,2024-06-11,Battles,MX14039,20.6764,-103.3422
MEX88963,2024-06-11,Violence against civilians,MX14120,20.7206,-103.3883
MEX88976,2024-06-11,Battles,MX19015,25.9249,-99.1831
MEX88979,2024-06-11,Violence against civilians,MX19048,25.6744,-100.4617
MEX88980,2024-06-11,Violence against civilians,MX21114,19.044,-98.1975
MEX88986,2024-06-11,Battles,MX27005,18.266,-93.225
MEX88991,2024-06-11,Violence against civilians,MX30173,18.6068,-96.6875
MEX88335,2024-06-10,Violence against civilians,MX13077,20.0806,-98.3681
MEX88801,2024-06-10,Violence against civilians,MX07020,16.1167,-92.6879
MEX88909,2024-06-10,Violence against civilians,MX07101,16.754,-93.1152
MEX88911,2024-06-10,Violence against civilians,MX08019,28.6368,-106.0763
MEX88915,2024-06-10,Violence against civilians,MX12033,17.8044,-98.5641
MEX88919,2024-06-10,Violence against civilians,MX14120,20.7206,-103.3883
MEX88923,2024-06-10,Violence against civilians,MX19018,25.8005,-100.5855
MEX88928,2024-06-10,Violence against civilians,MX19046,25.7553,-100.2896
MEX88934,2024-06-10,Battles,MX27016,17.563,-92.9472
MEX89044,2024-06-10,Violence against civilians,MX19031,25.6513,-100.106
MEX88373,2024-06-09,Violence against civilians,MX14120,20.7206,-103.3883
MEX88889,2024-06-09,Violence against civilians,MX09015,19.4313,-99.1531
MEX88890,2024-06-09,Violence against civilians,MX10012,25.5372,-103.5246
MEX88899,2024-06-09,Violence against civilians,MX19031,25.6513,-100.106
MEX88903,2024-06-09,Battles,MX27012,17.7564,-92.5941
MEX88536,2024-06-08,Violence against civilians,MX16053,19.7034,-101.192
MEX88580,2024-06-08,Violence against civilians,MX16108,19.9836,-102.286
MEX88866,2024-06-08,Violence against civilians,MX02004,32.5325,-117.019
MEX88867,2024-06-08,Battles,MX07012,16.7965,-93.2731
MEX88868,2024-06-08,Battles,MX07079,16.8713,-93.2064
MEX88869,2024-06-08,Violence against civilians,MX08040,29.19,-108.1414
MEX88880,2024-06-08,Violence against civilians,MX21041,19.0893,-98.2733
MEX88882,2024-06-08,Violence against civilians,MX27002,17.9894,-93.3769
MEX88885,2024-06-08,Battles,MX30212,17.6693,-95.734
MEX88830,2024-06-07,Violence against civilians,MX02003,32.5245,-116.0568
MEX88838,2024-06-07,Violence against civilians,MX06002,19.1601,-103.5246
MEX88842,2024-06-07,Violence against civilians,MX12061,17.5667,-99.3983
MEX88846,2024-06-07,Violence against civilians,MX16049,19.3921,-101.2776
MEX88854,2024-06-07,Violence against civilians,MX24022,22.7474,-101.083
MEX88855,2024-06-07,Violence against civilians,MX24024,21.9311,-99.9948
MEX88395,2024-06-06,Violence against civilians,MX08019,28.6368,-106.0763
MEX88790,2024-06-06,Violence against civilians,MX02003,32.5727,-116.6266
MEX88791,2024-06-06,Battles,MX02004,32.5325,-117.019
MEX88792,2024-06-06,Battles,MX02004,32.5325,-117.019
MEX88798,2024-06-06,Violence against civilians,MX08019,28.6368,-106.0763
MEX88799,2024-06-06,Violence against civilians,MX08040,29.6866,-108.2778
MEX88812,2024-06-06,Battles,MX16108,19.9836,-102.286
MEX88814,2024-06-06,Violence against civilians,MX19021,25.808,-100.3226
MEX88819,2024-06-06,Violence against civilians,MX27002,17.9894,-93.3769
MEX88940,2024-06-06,Violence against civilians,MX04002,19.8448,-90.5396
MEX88440,2024-06-05,Violence against civilians,MX16053,19.7034,-101.192
MEX88739,2024-06-05,Violence against civilians,MX02004,32.5325,-117.019
MEX88741,2024-06-05,Violence against civilians,MX07020,16.0864,-92.8389
MEX88749,2024-06-05,Violence against civilians,MX11007,20.5215,-100.814
MEX88752,2024-06-05,Violence against civilians,MX11039,20.2885,-100.7559
MEX88762,2024-06-05,Violence against civilians,MX15122,19.2925,-98.9401
MEX88924,2024-06-05,Violence against civilians,MX26030,29.0749,-110.959
MEX88718,2024-06-04,Violence against civilians,MX17015,18.7662,-99.3646
MEX88729,2024-06-04,Violence against civilians,MX24052,22.3241,-100.267
MEX88730,2024-06-04,Violence against civilians,MX25018,24.544,-107.7035
MEX88731,2024-06-04,Violence against civilians,MX27012,17.7564,-92.5941
MEX88997,2024-06-04,Violence against civilians,MX02004,32.5325,-117.019
MEX89006,2024-06-04,Violence against civilians,MX02004,32.5325,-117.019
MEX88665,2024-06-03,Violence against civilians,MX20507,16.3319,-98.3781
MEX88674,2024-06-03,Violence against civilians,MX02004,32.5325,-117.019
MEX88675,2024-06-03,Violence against civilians,MX09015,19.4313,-99.1531
MEX88679,2024-06-03,Violence against civilians,MX11017,20.6728,-101.3481
MEX88689,2024-06-03,Battles,MX26055,32.4798,-114.7796
MEX88908,2024-06-03,Violence against civilians,MX11020,21.0871,-101.5243
MEX88285,2024-06-02,Violence against civilians,MX07079,16.8713,-93.2064
MEX88310,2024-06-02,Violence against civilians,MX22014,20.5934,-100.39
MEX88317,2024-06-02,Violence against civilians,MX21036,18.2847,-96.9928
MEX88361,2024-06-02,Violence against civilians,MX27016,17.563,-92.9472
MEX88384,2024-06-02,Violence against civilians,MX09015,19.4313,-99.1531
MEX88555,2024-06-02,Violence against civilians,MX11039,20.2885,-100.7559
MEX88575,2024-06-02,Battles,MX02004,32.5325,-117.019
MEX88576,2024-06-02,Battles,MX02004,32.5325,-117.019
MEX88577,2024-06-02,Violence against civilians,MX02004,32.5325,-117.019
MEX88591,2024-06-02,Violence against civilians,MX07068,17.5113,-93.1167
MEX88596,2024-06-02,Violence against civilians,MX07086,16.6255,-93.1007
MEX88611,2024-06-02,Explosions/Remote violence,MX11002,20.0354,-100.7193
MEX88620,2024-06-02,Violence against civilians,MX12038,17.6505,-101.5482
MEX88629,2024-06-02,Battles,MX14081,22.2142,-103.0957
MEX88630,2024-06-02,Battles,MX14081,22.1871,-103.1631
MEX88631,2024-06-02,Violence against civilians,MX14097,20.4736,-103.4431
MEX88635,2024-06-02,Violence against civilians,MX15048,19.7105,-99.7859
MEX88636,2024-06-02,Violence against civilians,MX15070,19.3584,-98.9766
MEX88644,2024-06-02,Violence against civilians,MX19025,25.897,-100.1082
MEX88645,2024-06-02,Violence against civilians,MX19031,25.6513,-100.106
MEX88647,2024-06-02,Violence against civilians,MX20067,17.06,-96.7255
MEX88649,2024-06-02,Violence against civilians,MX20390,17.0641,-96.6947
MEX88662,2024-06-02,Violence against civilians,MX27005,18.266,-93.225
MEX88666,2024-06-02,Battles,MX28032,26.0924,-98.2781
MEX88733,2024-06-02,Violence against civilians,MX02004,32.5325,-117.019
MEX88781,2024-06-02,Violence against civilians,MX02004,32.5325,-117.019
MEX88803,2024-06-02,Violence against civilians,MX02004,32.5325,-117.019
MEX88481,2024-06-01,Violence against civilians,MX23009,20.2108,-87.4632
MEX88505,2024-06-01,Battles,MX02004,32.5325,-117.019
MEX88508,2024-06-01,Violence against civilians,MX20277,16.5148,-96.978
MEX88509,2024-06-01,Battles,MX07057,15.3005,-92.381
MEX88515,2024-06-01,Violence against civilians,MX08037,31.7465,-106.485
MEX88524,2024-06-01,Violence against civilians,MX12010,17.5492,-98.8257
MEX88539,2024-06-01,Violence against civilians,MX17014,18.7332,-99.367
MEX88541,2024-06-01,Violence against civilians,MX19017,24.985,-100.6216
MEX88542,2024-06-01,Battles,MX19017,24.985,-100.6216
MEX88545,2024-06-01,Violence against civilians,MX19031,25.6513,-100.106
MEX88569,2024-06-01,Violence against civilians,MX30141,18.4451,-95.214
MEX88570,2024-06-01,Violence against civilians,MX30158,20.2916,-96.8384
MEX88637,2024-06-01,Violence against civilians,MX07042,17.2938,-93.0079
MEX88654,2024-06-01,Violence against civilians,MX21099,18.7155,-97.4577
MEX88708,2024-06-01,Violence against civilians,MX15103,19.2059,-98.8026
MEX88273,2024-05-31,Violence against civilians,MX12069,17.4165,-98.5318
MEX88463,2024-05-31,Battles,MX07098,16.5447,-92.6804
MEX88466,2024-05-31,Violence against civilians,MX09015,19.4313,-99.1531
MEX88467,2024-05-31,Violence against civilians,MX09005,19.4829,-99.1135
MEX88477,2024-05-31,Violence against civilians,MX23009,20.2108,-87.4632
MEX88482,2024-05-31,Violence against civilians,MX14097,20.4736,-103.4431
MEX88489,2024-05-31,Violence against civilians,MX19012,25.9521,-100.1681
MEX88490,2024-05-31,Violence against civilians,MX19025,25.897,-100.1082
MEX88593,2024-05-31,Violence against civilians,MX21045,18.9883,-97.4485
MEX88595,2024-05-31,Violence against civilians,MX07048,17.6064,-93.1921
MEX88698,2024-05-31,Violence against civilians,MX13046,21.1709,-98.6078
MEX88699,2024-05-31,Violence against civilians,MX17024,18.683,-99.1182
MEX88157,2024-05-30,Violence against civilians,MX07072,17.1576,-92.8973
MEX88262,2024-05-30,Violence against civilians,MX12076,17.3252,-98.9103
MEX88417,2024-05-30,Violence against civilians,MX02002,32.6412,-115.476
MEX88432,2024-05-30,Battles,MX14002,20.424,-103.6014
MEX88435,2024-05-30,Battles,MX15106,19.2935,-99.6573
MEX88444,2024-05-30,Violence against civilians,MX21026,19.1079,-98.4592
MEX88450,2024-05-30,Battles,MX26055,32.2002,-114.994
MEX88452,2024-05-30,Violence against civilians,MX27012,17.643,-92.4228
MEX88258,2024-05-29,Violence against civilians,MX17028,18.7808,-99.2305
MEX88348,2024-05-29,Violence against civilians,MX13038,20.2138,-98.7307
MEX88370,2024-05-29,Violence against civilians,MX07067,17.1883,-93.0487
MEX88372,2024-05-29,Violence against civilians,MX08019,28.6368,-106.0763
MEX88376,2024-05-29,Violence against civilians,MX11007,20.5215,-100.814
MEX88383,2024-05-29,Battles,MX12021,16.9819,-100.0952
MEX88388,2024-05-29,Violence against civilians,MX14097,20.4736,-103.4431
MEX88390,2024-05-29,Violence against civilians,MX16015,18.7771,-103.1596
MEX88392,2024-05-29,Violence against civilians,MX16108,20.0302,-102.379
MEX88396,2024-05-29,Violence against civilians,MX19031,25.6513,-100.106
MEX88397,2024-05-29,Violence against civilians,MX19031,25.6513,-100.106
MEX88409,2024-05-29,Violence against civilians,MX27006,18.0547,-93.2194
MEX88488,2024-05-29,Violence against civilians,MX20057,16.8779,-95.0421
MEX88656,2024-05-29,Violence against civilians,MX12076,17.3252,-98.9103
MEX88876,2024-05-29,Violence against civilians,MX08019,28.6368,-106.0763
MEX88893,2024-05-29,Violence against civilians,MX14039,20.6764,-103.3422
MEX88897,2024-05-29,Violence against civilians,MX26043,31.3259,-110.9458
MEX88316,2024-05-28,Violence against civilians,MX02004,32.5325,-117.019
MEX88318,2024-05-28,Battles,MX07061,16.7596,-93.3739
MEX88321,2024-05-28,Violence against civilians,MX07103,15.1459,-92.4213
MEX88322,2024-05-28,Violence against civilians,MX08017,28.7491,-106.907
MEX88323,2024-05-28,Violence against civilians,MX09015,19.4313,-99.1531
MEX88333,2024-05-28,Violence against civilians,MX13021,19.6654,-98.5691
MEX88338,2024-05-28,Violence against civilians,MX14097,20.4736,-103.4431
MEX88339,2024-05-28,Violence against civilians,MX14120,20.7206,-103.3883
MEX88345,2024-05-28,Violence against civilians,MX19018,25.8005,-100.5855
MEX88351,2024-05-28,Battles,MX24036,21.9577,-99.3937
MEX88353,2024-05-28,Violence against civilians,MX26012,27.4614,-110.1076
MEX88354,2024-05-28,Violence against civilians,MX27005,18.266,-93.225
MEX88355,2024-05-28,Violence against civilians,MX27006,18.0656,-93.1726
MEX88356,2024-05-28,Violence against civilians,MX27008,17.6833,-93.4333
MEX88357,2024-05-28,Violence against civilians,MX27015,17.5968,-92.8261
MEX88358,2024-05-28,Violence against civilians,MX27016,17.563,-92.9472
MEX88359,2024-05-28,Violence against civilians,MX27016,17.563,-92.9472
MEX88407,2024-05-28,Violence against civilians,MX21156,18.4622,-97.392
MEX88496,2024-05-28,Violence against civilians,MX31096,20.9925,-87.5649
MEX88608,2024-05-28,Violence against civilians,MX17005,18.7442,-99.4348
MEX88634,2024-05-28,Violence against civilians,MX28030,24.0494,-98.903
MEX88650,2024-05-28,Violence against civilians,MX07018,17.1304,-93.1589
MEX88764,2024-05-28,Violence against civilians,MX15025,19.2611,-98.8957
MEX88787,2024-05-28,Violence against civilians,MX07020,16.1167,-92.6879
MEX88274,2024-05-27,Violence against civilians,MX02004,32.5325,-117.019
MEX88275,2024-05-27,Battles,MX08067,27.4563,-105.8105
MEX88277,2024-05-27,Violence against civilians,MX09015,19.4313,-99.1531
MEX88297,2024-05-27,Violence against civilians,MX19021,25.808,-100.3226
MEX88298,2024-05-27,Violence against civilians,MX19025,25.897,-100.1082
MEX88301,2024-05-27,Violence against civilians,MX20450,16.6267,-97.5517
