snapshot_date,data_as_of,adm2_code,adm1_name,adm2_name,DCR100,PRS100,priority100,v30,v3m,dlt_v30_raw,spillover
2025-11-07,2024-11-07,MX09008,Distrito Federal,La Magdalena Contreras,12.291700506172285,10.55752474647282,11.251195050352607,0.0,1.4871878764444313,-1.4871878764444313,1.8834573778791284
2025-11-07,2024-11-07,MX07050,Chiapas,La Libertad,7.0983564884160675,13.633438139882909,11.019405479296172,0.0,0.0,0.0,0.0
2025-11-07,2024-11-07,MX07041,Chiapas,La Independencia,20.0,16.858849017778894,18.115309410667336,0.0,0.0,0.0,0.0
2025-11-07,2024-11-07,MX14043,Jalisco,La Huerta,4.186973263200765,18.057649578659586,12.509379052476058,0.0,0.0,0.0,0.0
2025-11-07,2024-11-07,MX30127,Veracruz de Ignacio de la Llave,La Perla,26.082329223617933,27.997813878843203,27.231620016753094,0.0,0.0,0.0,3.4514401527268292
2025-11-07,2024-11-07,MX20069,Oaxaca,La Pe,20.0,17.180852595596424,18.308511557357853,0.0,0.0,0.0,0.0
2025-11-07,2024-11-07,MX15070,México,La Paz,13.528884021327444,17.99921021879851,16.211079739810085,0.0,0.0,0.0,0.24801572137077438
2025-11-07,2024-11-07,MX13040,Hidalgo,La Misión,12.88009687405961,15.400876814111324,14.392564838090639,0.0,0.0,0.0,0.0
2025-11-07,2024-11-07,MX03003,Baja California Sur,La Paz,2.148501112309765,2.506647679604307,2.3633890526864905,0.0,1.3170198474891017,-1.3170198474891017,0.0
2025-11-07,2024-11-07,MX31041,Yucatán,Kanasín,7.603457839105474,16.112789076833746,12.70905658174244,0.0,0.0,0.0,0.0
2025-11-07,2024-11-07,MX08038,Chihuahua,Julimes,0.7283603981471706,16.54898920676112,10.220737683315543,0.0,0.0,0.0,0.0
2025-11-07,2024-11-07,MX14052,Jalisco,Juchitlán,7.711656528738967,18.938820395044136,14.447954848522066,0.0,0.0,0.0,0.0
2025-11-07,2024-11-07,MX15050,México,Juchitepec,15.83443224215836,18.545485765422278,17.461064356116708,0.0,0.0,0.0,0.20700719349997412
2025-11-07,2024-11-07,MX12080,Guerrero,Juchitán,64.01921889146014,76.55489416830332,71.54062405756605,50.0,50.0,50.0,19.14058761603981
2025-11-07,2024-11-07,MX16047,Michoacán de Ocampo,Jungapeo,9.452582679411414,26.13612706688041,19.462709311892812,0.0,0.0,0.0,0.0
2025-11-07,2024-11-07,MX31042,Yucatán,Kantunil,18.912025663919234,20.63621620675925,19.946539989623247,0.0,0.0,0.0,0.0
2025-11-07,2024-11-07,MX31043,Yucatán,Kaua,20.0,21.071405941191557,20.642843564714937,0.0,0.0,0.0,0.0
2025-11-07,2024-11-07,MX31044,Yucatán,Kinchil,14.328921427279518,18.802974512103365,17.013353278173827,0.0,0.0,0.0,0.0
2025-11-07,2024-11-07,MX26021,Sonora,La Colorada,0.44482389892529756,18.77507273151892,11.442973198481472,0.0,0.0,0.0,0.05848305482727907
2025-11-07,2024-11-07,MX31045,Yucatán,Kopomá,7.75884363817208,16.17494339646039,12.808503493145066,0.0,0.0,0.0,0.0
2025-11-07,2024-11-07,MX14018,Jalisco,La Barca,6.631762176979052,18.668846807104156,13.854012955054113,0.0,0.0,0.0,0.0
2025-11-07,2024-11-07,MX30016,Veracruz de Ignacio de la Llave,La Antigua,7.721305130309565,20.989356560566666,15.682135988463825,0.0,0.0,0.0,0.15811876616764384
2025-11-07,2024-11-07,MX30095,Veracruz de Ignacio de la Llave,Juchique de Ferrer,16.06871761862749,22.960107134421452,20.20355132810387,0.0,0.0,0.0,0.0
2025-11-07,2024-11-07,MX16046,Michoacán de Ocampo,Juárez,12.862942713545788,26.988717075414005,21.338407330666715,0.0,0.0,0.0,0.0
2025-11-07,2024-11-07,MX32023,Zacatecas,Juchipila,5.754871965416769,12.65355985349802,9.89408469826552,0.0,0.0,0.0,0.0
2025-11-07,2024-11-07,MX13033,Hidalgo,Juárez Hidalgo,10.976936491834334,14.925086718555008,13.345826627866739,0.0,0.0,0.0,0.0
2025-11-07,2024-11-07,MX19031,Nuevo León,Juárez,20.4745378327687,24.606887063786058,22.953947371379115,3.188800931129872,10.363603026172084,-1.5944004655649358,2.9989565413348966
2025-11-07,2024-11-07,MX29047,Tlaxcala,Lázaro Cárdenas,17.08987342727408,15.48731021896235,16.128335502287044,0.0,0.0,0.0,0.0
2025-11-07,2024-11-07,MX05016,Coahuila de Zaragoza,Lamadrid,0.0,11.214841862143828,6.728905117286297,0.0,0.0,0.0,0.0
2025-11-07,2024-11-07,MX24019,San Luis Potosí,Lagunillas,13.936752333777195,18.646106874702433,16.76236505833234,0.0,0.0,0.0,0.0
2025-11-07,2024-11-07,MX16048,Michoacán de Ocampo,Lagunillas,27.615937365548724,36.926965738414744,33.202554389268336,0.0,0.0,0.0,14.577169901666391
2025-11-07,2024-11-07,MX19032,Nuevo León,Lampazos de Naranjo,50.0,20.62611806797854,32.37567084078712,0.0,71.5307582260372,-71.5307582260372,14.934289127837514
2025-11-07,2024-11-07,MX30096,Veracruz de Ignacio de la Llave,Landero y Coss,17.35960986297441,23.282830195508183,20.91354206249467,0.0,0.0,0.0,0.0
2025-11-07,2024-11-07,MX07049,Chiapas,Larráinzar,20.801259615768583,17.393022094957942,18.7563171032822,0.0,0.0,0.0,0.4546777244289248
2025-11-07,2024-11-07,MX22010,Querétaro de Arteaga,Landa de Matamoros,12.115875007074834,14.56581419173007,13.585838517867977,0.0,0.0,0.0,0.0
