snapshot_date,adm1_name,cast_state_mean
2024-08-23,Sinaloa,0.49733570159857915
2024-08-23,Sonora,0.23090586145648315
2024-08-23,Tabasco,0.35523978685612795
2024-08-23,Tamaulipas,0.30195381882770883
2024-08-23,Tlaxcala,0.07104795737122561
2024-08-23,Veracruz de Ignacio de la Llave,0.4795737122557727
2024-08-23,Yucatán,0.0
2024-08-23,Zacatecas,0.17761989342806397
2024-08-24,Aguascalientes,0.0
2024-08-24,Baja California,0.6749555950266432
2024-08-24,Baja California Sur,0.0
2024-08-24,Campeche,0.07104795737122559
2024-08-24,Chiapas,0.47957371225577267
2024-08-24,Chihuahua,0.408525754884547
2024-08-24,Coahuila de Zaragoza,0.035523978685612786
2024-08-24,Colima,0.35523978685612795
2024-08-24,Distrito Federal,0.14209591474245117
2024-08-24,Durango,0.035523978685612786
2024-08-24,Guanajuato,1.0
2024-08-24,Guerrero,0.88809946714032
2024-08-24,Hidalgo,0.2309058614564832
2024-08-24,Jalisco,0.5683836589698048
2024-08-24,Michoacán de Ocampo,0.710479573712256
2024-08-24,Morelos,0.3730017761989343
2024-08-24,México,0.24866785079928955
2024-08-24,Nayarit,0.035523978685612786
2024-08-24,Nuevo León,1.0
2024-08-24,Oaxaca,0.08880994671403197
2024-08-24,Puebla,0.40852575488454695
2024-08-24,Querétaro de Arteaga,0.029868942395611095
2024-08-24,Quintana Roo,0.15985790408525755
2024-08-24,San Luis Potosí,0.10657193605683836
2024-08-24,Sinaloa,0.49733570159857915
2024-08-24,Sonora,0.23090586145648315
2024-08-24,Tabasco,0.35523978685612795
2024-08-24,Tamaulipas,0.30195381882770883
2024-08-24,Tlaxcala,0.07104795737122561
2024-08-24,Veracruz de Ignacio de la Llave,0.4795737122557727
2024-08-24,Yucatán,0.0
2024-08-24,Zacatecas,0.17761989342806397
2024-08-25,Aguascalientes,0.0
2024-08-25,Baja California,0.6749555950266432
2024-08-25,Baja California Sur,0.0
2024-08-25,Campeche,0.07104795737122559
2024-08-25,Chiapas,0.47957371225577267
2024-08-25,Chihuahua,0.408525754884547
2024-08-25,Coahuila de Zaragoza,0.035523978685612786
2024-08-25,Colima,0.35523978685612795
2024-08-25,Distrito Federal,0.14209591474245117
2024-08-25,Durango,0.035523978685612786
2024-08-25,Guanajuato,1.0
2024-08-25,Guerrero,0.88809946714032
2024-08-25,Hidalgo,0.2309058614564832
2024-08-25,Jalisco,0.5683836589698048
2024-08-25,Michoacán de Ocampo,0.710479573712256
2024-08-25,Morelos,0.3730017761989343
2024-08-25,México,0.24866785079928955
2024-08-25,Nayarit,0.035523978685612786
2024-08-25,Nuevo León,1.0
2024-08-25,Oaxaca,0.08880994671403197
2024-08-25,Puebla,0.40852575488454695
2024-08-25,Querétaro de Arteaga,0.029868942395611095
2024-08-25,Quintana Roo,0.15985790408525755
2024-08-25,San Luis Potosí,0.10657193605683836
2024-08-25,Sinaloa,0.49733570159857915
2024-08-25,Sonora,0.23090586145648315
2024-08-25,Tabasco,0.35523978685612795
2024-08-25,Tamaulipas,0.30195381882770883
2024-08-25,Tlaxcala,0.07104795737122561
2024-08-25,Veracruz de Ignacio de la Llave,0.4795737122557727
2024-08-25,Yucatán,0.0
2024-08-25,Zacatecas,0.17761989342806397
2024-08-26,Aguascalientes,0.0
2024-08-26,Baja California,0.6749555950266432
2024-08-26,Baja California Sur,0.0
2024-08-26,Campeche,0.07104795737122559
2024-08-26,Chiapas,0.47957371225577267
2024-08-26,Chihuahua,0.408525754884547
2024-08-26,Coahuila de Zaragoza,0.035523978685612786
2024-08-26,Colima,0.35523978685612795
2024-08-26,Distrito Federal,0.14209591474245117
2024-08-26,Durango,0.035523978685612786
2024-08-26,Guanajuato,1.0
2024-08-26,Guerrero,0.88809946714032
2024-08-26,Hidalgo,0.2309058614564832
2024-08-26,Jalisco,0.5683836589698048
2024-08-26,Michoacán de Ocampo,0.710479573712256
2024-08-26,Morelos,0.3730017761989343
2024-08-26,México,0.24866785079928955
2024-08-26,Nayarit,0.035523978685612786
2024-08-26,Nuevo León,1.0
2024-08-26,Oaxaca,0.08880994671403197
2024-08-26,Puebla,0.40852575488454695
2024-08-26,Querétaro de Arteaga,0.029868942395611095
2024-08-26,Quintana Roo,0.15985790408525755
2024-08-26,San Luis Potosí,0.10657193605683836
2024-08-26,Sinaloa,0.49733570159857915
2024-08-26,Sonora,0.23090586145648315
2024-08-26,Tabasco,0.35523978685612795
2024-08-26,Tamaulipas,0.30195381882770883
2024-08-26,Tlaxcala,0.07104795737122561
2024-08-26,Veracruz de Ignacio de la Llave,0.4795737122557727
2024-08-26,Yucatán,0.0
2024-08-26,Zacatecas,0.17761989342806397
2024-08-27,Aguascalientes,0.0
2024-08-27,Baja California,0.6749555950266432
2024-08-27,Baja California Sur,0.0
2024-08-27,Campeche,0.07104795737122559
2024-08-27,Chiapas,0.47957371225577267
2024-08-27,Chihuahua,0.408525754884547
2024-08-27,Coahuila de Zaragoza,0.035523978685612786
2024-08-27,Colima,0.35523978685612795
2024-08-27,Distrito Federal,0.14209591474245117
2024-08-27,Durango,0.035523978685612786
2024-08-27,Guanajuato,1.0
2024-08-27,Guerrero,0.88809946714032
2024-08-27,Hidalgo,0.2309058614564832
2024-08-27,Jalisco,0.5683836589698048
2024-08-27,Michoacán de Ocampo,0.710479573712256
2024-08-27,Morelos,0.3730017761989343
2024-08-27,México,0.24866785079928955
2024-08-27,Nayarit,0.035523978685612786
2024-08-27,Nuevo León,1.0
2024-08-27,Oaxaca,0.08880994671403197
2024-08-27,Puebla,0.40852575488454695
2024-08-27,Querétaro de Arteaga,0.029868942395611095
2024-08-27,Quintana Roo,0.15985790408525755
2024-08-27,San Luis Potosí,0.10657193605683836
2024-08-27,Sinaloa,0.49733570159857915
2024-08-27,Sonora,0.23090586145648315
2024-08-27,Tabasco,0.35523978685612795
2024-08-27,Tamaulipas,0.30195381882770883
2024-08-27,Tlaxcala,0.07104795737122561
2024-08-27,Veracruz de Ignacio de la Llave,0.4795737122557727
2024-08-27,Yucatán,0.0
2024-08-27,Zacatecas,0.17761989342806397
2024-08-28,Aguascalientes,0.0
2024-08-28,Baja California,0.6749555950266432
2024-08-28,Baja California Sur,0.0
2024-08-28,Campeche,0.07104795737122559
2024-08-28,Chiapas,0.47957371225577267
2024-08-28,Chihuahua,0.408525754884547
2024-08-28,Coahuila de Zaragoza,0.035523978685612786
2024-08-28,Colima,0.35523978685612795
2024-08-28,Distrito Federal,0.14209591474245117
2024-08-28,Durango,0.035523978685612786
2024-08-28,Guanajuato,1.0
2024-08-28,Guerrero,0.88809946714032
2024-08-28,Hidalgo,0.2309058614564832
2024-08-28,Jalisco,0.5683836589698048
2024-08-28,Michoacán de Ocampo,0.710479573712256
2024-08-28,Morelos,0.3730017761989343
2024-08-28,México,0.24866785079928955
2024-08-28,Nayarit,0.035523978685612786
2024-08-28,Nuevo León,1.0
2024-08-28,Oaxaca,0.08880994671403197
2024-08-28,Puebla,0.40852575488454695
2024-08-28,Querétaro de Arteaga,0.029868942395611095
2024-08-28,Quintana Roo,0.15985790408525755
2024-08-28,San Luis Potosí,0.10657193605683836
2024-08-28,Sinaloa,0.49733570159857915
2024-08-28,Sonora,0.23090586145648315
2024-08-28,Tabasco,0.35523978685612795
2024-08-28,Tamaulipas,0.30195381882770883
2024-08-28,Tlaxcala,0.07104795737122561
2024-08-28,Veracruz de Ignacio de la Llave,0.4795737122557727
2024-08-28,Yucatán,0.0
2024-08-28,Zacatecas,0.17761989342806397
2024-08-29,Aguascalientes,0.0
2024-08-29,Baja California,0.6749555950266432
2024-08-29,Baja California Sur,0.0
2024-08-29,Campeche,0.07104795737122559
2024-08-29,Chiapas,0.47957371225577267
2024-08-29,Chihuahua,0.408525754884547
2024-08-29,Coahuila de Zaragoza,0.035523978685612786
2024-08-29,Colima,0.35523978685612795
2024-08-29,Distrito Federal,0.14209591474245117
2024-08-29,Durango,0.035523978685612786
2024-08-29,Guanajuato,1.0
2024-08-29,Guerrero,0.88809946714032
2024-08-29,Hidalgo,0.2309058614564832
2024-08-29,Jalisco,0.5683836589698048
2024-08-29,Michoacán de Ocampo,0.710479573712256
